Folder	Notebook	From	To	Time qualifier	Place	Region	Country	Author	Img	Pag.	Title chapter	Title Recipe	Num. persons	Course	Procedure	Temperature	Recipe time	Cooking time	Ingredient qualifier	Ingredient	Ingredient variant name	Alternative ingredient qualifier	Alternative ingredient	Alternative ingredient variant name	Dosage	Unit of measure	Side dishes	Where it was found	Date of finding	Who  donated it	Who found it	Notes
name	title	year	year		town			surname name	nome	numero			number	type	techniques	Degree Celsius	num. minutes	num. minutes	e.g. green (tomatoe)	normalised name	of the ingredient	e.g. green (tomatoe)	if applicable	of the alternative	number			town	DD-MM-YYYY	surname name	surname name	
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini144.jpg; Quaderno_3_Annamaria Fiori_Rimini145.jpg; 	40;41	Dolci	Royal cake		dessert						milk					3	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini145.jpg; Quaderno_3_Annamaria Fiori_Rimini146.jpg; 	41;42	Dolci	Pastine delizia		dessert	in the oven	medium		10		flour					125	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini145.jpg; Quaderno_3_Annamaria Fiori_Rimini146.jpg; 	41;42	Dolci	Pastine delizia		dessert						salt					1	pinch		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini145.jpg; Quaderno_3_Annamaria Fiori_Rimini146.jpg; 	41;42	Dolci	Pastine delizia		dessert						butter					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini145.jpg; Quaderno_3_Annamaria Fiori_Rimini146.jpg; 	41;42	Dolci	Pastine delizia		dessert						milk					1	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini145.jpg; Quaderno_3_Annamaria Fiori_Rimini146.jpg; 	41;42	Dolci	Pastine delizia		dessert					icing	sugar								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini147.jpg; 	43	Dolci	Crema di mascarpone (II)	4	dessert	no cooking					mascarpone					200	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini147.jpg; 	43	Dolci	Crema di mascarpone (II)	4	dessert					icing	sugar					200	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini147.jpg; 	43	Dolci	Crema di mascarpone (II)	4	dessert					sweet	cocoa					200	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini147.jpg; 	43	Dolci	Crema di mascarpone (II)	4	dessert						egg					1	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini147.jpg; 	43	Dolci	Crema di mascarpone (II)	4	dessert						rhum								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini147.jpg; 	43	Dolci	Crema di mascarpone (II)	4	dessert						cognac								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert	boiling					sponge finger					200	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert	bain-marie					butter					150	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert					icing	sugar					150	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert						pine nut					50	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert						egg					4	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert						alchermes					1/2	glass		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert						rhum					1	shot glass		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini148.jpg; Quaderno_3_Annamaria Fiori_Rimini149.jpg; 	44;45	Dolci	Riccio	10/12	dessert						chocolate					40	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert	in the oven	medium		10/15		flour					225	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert						butter					150	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert						sugar					80	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert						egg					1	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert						jam					20	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert					sweet	cocoa					2	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert					icing	sugar								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini149.jpg; Quaderno_3_Annamaria Fiori_Rimini150.jpg; 	45;46	Dolci	Margherite (da the)		dessert						vanilla flavouring								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini151.jpg	47	Dolci	Dolce Adriana		dessert	in the oven					milk					1	l		Rimini	25-08-2019			Cottura alternativa: bagnomaria
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini151.jpg	47	Dolci	Dolce Adriana		dessert						egg					3	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini151.jpg	47	Dolci	Dolce Adriana		dessert						brioche	briosce				2	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini151.jpg	47	Dolci	Dolce Adriana		dessert						sugar					1	kg		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini151.jpg	47	Dolci	Dolce Adriana		dessert					zest	lemon					1/2	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini151.jpg	47	Dolci	Dolce Adriana		dessert						vanilla						a little		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini151.jpg	47	Dolci	Dolce Adriana		dessert						liqueur					1	drop		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini152.jpg	48	Dolci	Coppa di marroni		dessert	boiling					chestnut					100	hg		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini152.jpg	48	Dolci	Coppa di marroni		dessert	cooking					sugar					4	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini152.jpg	48	Dolci	Coppa di marroni		dessert						milk					3;4;5	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini152.jpg	48	Dolci	Coppa di marroni		dessert						rhum					2	shot glass		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini152.jpg	48	Dolci	Coppa di marroni		dessert					candied	violet					50	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini152.jpg	48	Dolci	Coppa di marroni		dessert						cream					1	hg		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg	49	Dolci	Palline di castagne		dessert	boiling					chestnut					500	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg	49	Dolci	Palline di castagne		dessert	no cooking					chocolate					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg	49	Dolci	Palline di castagne		dessert						butter					15	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg	49	Dolci	Palline di castagne		dessert						liqueur								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg	49	Dolci	Palline di castagne		dessert						sugar					1	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg; Quaderno_3_Annamaria Fiori_Rimini154.jpg	49;50	Dolci	Ciccolatini con le mandorle		dessert	no cooking					chocolate					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg; Quaderno_3_Annamaria Fiori_Rimini154.jpg	49;50	Dolci	Ciccolatini con le mandorle		dessert						almond					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg; Quaderno_3_Annamaria Fiori_Rimini154.jpg	49;50	Dolci	Ciccolatini con le mandorle		dessert						liqueur					1	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini153.jpg; Quaderno_3_Annamaria Fiori_Rimini154.jpg	49;50	Dolci	Ciccolatini con le mandorle		dessert						sugar								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg	50	Dolci	Crema Etiopia		dessert	melting					chocolate					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg	50	Dolci	Crema Etiopia		dessert	no cooking				icing	sugar					80	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg	50	Dolci	Crema Etiopia		dessert						butter					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg	50	Dolci	Crema Etiopia		dessert						egg								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg	50	Dolci	Crema Etiopia		dessert						cream								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg	50	Dolci	Crema Etiopia		dessert						candied fruit								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg;Quaderno_3_Annamaria Fiori_Rimini155.jpg	50;51	Dolci	Caffè di mascarpone	4	dessert	no cooking					egg					2	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg;Quaderno_3_Annamaria Fiori_Rimini155.jpg	50;51	Dolci	Caffè di mascarpone	4	dessert					icing	sugar					4	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg;Quaderno_3_Annamaria Fiori_Rimini155.jpg	50;51	Dolci	Caffè di mascarpone	4	dessert						mascarpone					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg;Quaderno_3_Annamaria Fiori_Rimini155.jpg	50;51	Dolci	Caffè di mascarpone	4	dessert						vanilla								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg;Quaderno_3_Annamaria Fiori_Rimini155.jpg	50;51	Dolci	Caffè di mascarpone	4	dessert						amaretto								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg;Quaderno_3_Annamaria Fiori_Rimini155.jpg	50;51	Dolci	Caffè di mascarpone	4	dessert						rhum								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini154.jpg;Quaderno_3_Annamaria Fiori_Rimini155.jpg	50;51	Dolci	Caffè di mascarpone	4	dessert						candied fruit								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg	51	Dolci	Ghiaccia		dessert	bain-marie				icing	sugar					200	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg	51	Dolci	Ghiaccia		dessert						milk					1	spoon		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg	51	Dolci	Ghiaccia		dessert						butter					1	knob		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg	51	Dolci	Ghiaccia		dessert						chocolate								Rimini	25-08-2019			cioccolato opzionale
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert	in the oven					flour					300	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						butter					100	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						sugar					80	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						raisin					80	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						egg					1	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert					yolk	egg					2	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						salt								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						cream of tartar					10	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						bicarbonate					5	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						candied fruit					20	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert					zest	lemon								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini155.jpg; Quaderno_3_Annamaria Fiori_Rimini156.jpg	51;52	Dolci	Panettone di Natale		dessert						milk					2	glass		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini156.jpg; Quaderno_3_Annamaria Fiori_Rimini157.jpg	52;53	Dolci	Budino di Briosce		dessert	in the oven					milk					1	l		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini156.jpg; Quaderno_3_Annamaria Fiori_Rimini157.jpg	52;53	Dolci	Budino di Briosce		dessert						egg					3	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini156.jpg; Quaderno_3_Annamaria Fiori_Rimini157.jpg	52;53	Dolci	Budino di Briosce		dessert						sugar					200	g		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini156.jpg; Quaderno_3_Annamaria Fiori_Rimini157.jpg	52;53	Dolci	Budino di Briosce		dessert						brioche	briosce				2	unit		Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini156.jpg; Quaderno_3_Annamaria Fiori_Rimini157.jpg	52;53	Dolci	Budino di Briosce		dessert					zest	lemon								Rimini	25-08-2019			
Quaderno_3_Annamaria Fiori_Rimini	Fiori Anna Maria. Ricettario				Rimini	Emilia Romagna	Italy	Anna Maria Fiori	Quaderno_3_Annamaria Fiori_Rimini156.jpg; Quaderno_3_Annamaria Fiori_Rimini157.jpg	52;53	Dolci	Budino di Briosce		dessert						liqueur								Rimini	25-08-2019			
